"Variable"	"Table"	"CodeOrValue"	"ValueDescription"	"Count"	"Cumulative"	"SkipToItem"
"CBQ545"	"CBQPFC_F"	"3"	"Rarely"	441	2014	
"CBQ545"	"CBQPFC_F"	"4"	"Never"	163	2177	
"CBQ545"	"CBQPFC_F"	"7"	"Refused"	0	2177	
"CBQ545"	"CBQPFC_F"	"9"	"Don't know"	2	2179	
"CBQ545"	"CBQPFC_F"	"."	"Missing"	766	2945	
"CBQ550"	"CBQPFC_F"	"1"	"Yes"	1870	1870	""
"CBQ550"	"CBQPFC_F"	"2"	"No"	580	2450	"CBQ595"
"CBQ550"	"CBQPFC_F"	"7"	"Refused"	0	2450	""
"CBQ550"	"CBQPFC_F"	"9"	"Don't know"	0	2450	""
"CBQ550"	"CBQPFC_F"	"."	"Missing"	495	2945	""
"CBQ555"	"CBQPFC_F"	"1"	"Yes"	86	86	
"CBQ555"	"CBQPFC_F"	"2"	"No"	1784	1870	
"CBQ555"	"CBQPFC_F"	"7"	"Refused"	0	1870	
"CBQ555"	"CBQPFC_F"	"9"	"Don't know"	0	1870	
"CBQ555"	"CBQPFC_F"	"."	"Missing"	1075	2945	
"CBQ560"	"CBQPFC_F"	"1"	"Yes"	23	23	
"CBQ560"	"CBQPFC_F"	"2"	"No"	1847	1870	
"CBQ560"	"CBQPFC_F"	"7"	"Refused"	0	1870	
"CBQ560"	"CBQPFC_F"	"9"	"Don't know"	0	1870	
"CBQ560"	"CBQPFC_F"	"."	"Missing"	1075	2945	
"CBQ565"	"CBQPFC_F"	"1"	"Yes"	455	455	
"CBQ565"	"CBQPFC_F"	"2"	"No"	1412	1867	
"CBQ565"	"CBQPFC_F"	"7"	"Refused"	0	1867	
"CBQ565"	"CBQPFC_F"	"9"	"Don't know"	3	1870	
"CBQ565"	"CBQPFC_F"	"."	"Missing"	1075	2945	
"CBQ570"	"CBQPFC_F"	"1"	"Yes"	1180	1180	
"CBQ570"	"CBQPFC_F"	"2"	"No"	685	1865	
"CBQ570"	"CBQPFC_F"	"7"	"Refused"	2	1867	
"CBQ570"	"CBQPFC_F"	"9"	"Don't know"	3	1870	
"CBQ570"	"CBQPFC_F"	"."	"Missing"	1075	2945	
"CBQ575"	"CBQPFC_F"	"1"	"Yes"	1500	1500	
"CBQ575"	"CBQPFC_F"	"2"	"No"	370	1870	
"CBQ575"	"CBQPFC_F"	"7"	"Refused"	0	1870	
"CBQ575"	"CBQPFC_F"	"9"	"Don't know"	0	1870	
"CBQ575"	"CBQPFC_F"	"."	"Missing"	1075	2945	
"CBQ580"	"CBQPFC_F"	"1"	"Yes"	387	387	""
"CBQ580"	"CBQPFC_F"	"2"	"No"	1481	1868	"CBQ590"
"CBQ580"	"CBQPFC_F"	"7"	"Refused"	0	1868	"CBQ590"
"CBQ580"	"CBQPFC_F"	"9"	"Don't know"	2	1870	"CBQ590"
"CBQ580"	"CBQPFC_F"	"."	"Missing"	1075	2945	""
"CBQ585"	"CBQPFC_F"	"1"	"Yes"	231	231	
"CBQ585"	"CBQPFC_F"	"2"	"No"	156	387	
"CBQ585"	"CBQPFC_F"	"7"	"Refused"	0	387	
"CBQ585"	"CBQPFC_F"	"9"	"Don't know"	0	387	
"CBQ585"	"CBQPFC_F"	"."	"Missing"	2558	2945	
"CBQ590"	"CBQPFC_F"	"1"	"Often"	600	600	
"CBQ590"	"CBQPFC_F"	"2"	"Sometimes"	755	1355	
"CBQ590"	"CBQPFC_F"	"3"	"Rarely"	342	1697	
"CBQ590"	"CBQPFC_F"	"4"	"Never"	173	1870	
"CBQ590"	"CBQPFC_F"	"7"	"Refused"	0	1870	
"CBQ590"	"CBQPFC_F"	"9"	"Don't know"	0	1870	
"CBQ590"	"CBQPFC_F"	"."	"Missing"	1075	2945	
"CBQ595"	"CBQPFC_F"	"1"	"Yes"	1446	1446	"CBQ605"
"CBQ595"	"CBQPFC_F"	"2"	"No"	1001	2447	""
"CBQ595"	"CBQPFC_F"	"7"	"Refused"	0	2447	""
"CBQ595"	"CBQPFC_F"	"9"	"Don't know"	3	2450	""
"CBQ595"	"CBQPFC_F"	"."	"Missing"	495	2945	""
"CBQ600"	"CBQPFC_F"	"1"	"Yes"	660	660	"CBQ610"
"CBQ600"	"CBQPFC_F"	"2"	"No"	344	1004	"DBQ890"
"CBQ600"	"CBQPFC_F"	"7"	"Refused"	0	1004	"DBQ890"
"CBQ600"	"CBQPFC_F"	"9"	"Don't know"	0	1004	"DBQ890"
"CBQ600"	"CBQPFC_F"	"."	"Missing"	1941	2945	""
"CBQ605"	"CBQPFC_F"	"1"	"Yes"	278	278	
"CBQ605"	"CBQPFC_F"	"2"	"No"	1168	1446	
"CBQ605"	"CBQPFC_F"	"7"	"Refused"	0	1446	
"CBQ605"	"CBQPFC_F"	"9"	"Don't know"	0	1446	
"CBQ605"	"CBQPFC_F"	"."	"Missing"	1499	2945	
"CBQ610"	"CBQPFC_F"	"1"	"Yes"	793	793	
"CBQ610"	"CBQPFC_F"	"2"	"No"	1312	2105	
"CBQ610"	"CBQPFC_F"	"7"	"Refused"	0	2105	
"CBQ610"	"CBQPFC_F"	"9"	"Don't know"	1	2106	
"CBQ610"	"CBQPFC_F"	"."	"Missing"	839	2945	
"DBQ890"	"CBQPFC_F"	"1"	"Strongly agree"	166	166	
"DBQ890"	"CBQPFC_F"	"2"	"Somewhat agree"	504	670	
"DBQ890"	"CBQPFC_F"	"3"	"Neither agree nor disagree"	229	899	
"DBQ890"	"CBQPFC_F"	"4"	"Somewhat disagree"	565	1464	
"DBQ890"	"CBQPFC_F"	"5"	"Strongly disagree"	965	2429	
"DBQ890"	"CBQPFC_F"	"7"	"Refused"	0	2429	
"DBQ890"	"CBQPFC_F"	"9"	"Don't know"	21	2450	
"DBQ890"	"CBQPFC_F"	"."	"Missing"	495	2945	
"CBQ660"	"CBQPFC_F"	"1"	"Very important"	1347	1347	""
"CBQ660"	"CBQPFC_F"	"2"	"Somewhat important"	890	2237	""
"CBQ660"	"CBQPFC_F"	"3"	"Not too important"	158	2395	""
"CBQ660"	"CBQPFC_F"	"4"	"Not at all important"	51	2446	""
"CBQ660"	"CBQPFC_F"	"5"	"Never buy from a grocery store or supermarket"	4	2450	"CBQ700"
"CBQ660"	"CBQPFC_F"	"7"	"Refused"	0	2450	""
"CBQ660"	"CBQPFC_F"	"9"	"Don't know"	0	2450	""
"CBQ660"	"CBQPFC_F"	"."	"Missing"	495	2945	""
"CBQ665"	"CBQPFC_F"	"1"	"Very important"	1759	1759	
"CBQ665"	"CBQPFC_F"	"2"	"Somewhat important"	621	2380	
"CBQ665"	"CBQPFC_F"	"3"	"Not too important"	52	2432	
"CBQ665"	"CBQPFC_F"	"4"	"Not at all important"	6	2438	
"CBQ665"	"CBQPFC_F"	"7"	"Refused"	0	2438	
"CBQ665"	"CBQPFC_F"	"9"	"Don't know"	4	2442	
"CBQ665"	"CBQPFC_F"	"."	"Missing"	503	2945	
"CBQ670"	"CBQPFC_F"	"1"	"Very important"	1914	1914	
"CBQ670"	"CBQPFC_F"	"2"	"Somewhat important"	466	2380	
"CBQ670"	"CBQPFC_F"	"3"	"Not too important"	45	2425	
"CBQ670"	"CBQPFC_F"	"4"	"Not at all important"	11	2436	
"CBQ670"	"CBQPFC_F"	"7"	"Refused"	0	2436	
"CBQ670"	"CBQPFC_F"	"9"	"Don't know"	6	2442	
"CBQ670"	"CBQPFC_F"	"."	"Missing"	503	2945	
"CBQ675"	"CBQPFC_F"	"1"	"Very important"	964	964	
"CBQ675"	"CBQPFC_F"	"2"	"Somewhat important"	892	1856	
"CBQ675"	"CBQPFC_F"	"3"	"Not too important"	493	2349	
"CBQ675"	"CBQPFC_F"	"4"	"Not at all important"	91	2440	
"CBQ675"	"CBQPFC_F"	"7"	"Refused"	0	2440	
"CBQ675"	"CBQPFC_F"	"9"	"Don't know"	2	2442	
"CBQ675"	"CBQPFC_F"	"."	"Missing"	503	2945	
"CBQ680"	"CBQPFC_F"	"1"	"Very important"	1410	1410	
"CBQ680"	"CBQPFC_F"	"2"	"Somewhat important"	737	2147	
"CBQ680"	"CBQPFC_F"	"3"	"Not too important"	241	2388	
"CBQ680"	"CBQPFC_F"	"4"	"Not at all important"	48	2436	
"CBQ680"	"CBQPFC_F"	"7"	"Refused"	0	2436	
"CBQ680"	"CBQPFC_F"	"9"	"Don't know"	6	2442	
"CBQ680"	"CBQPFC_F"	"."	"Missing"	503	2945	
"CBQ700"	"CBQPFC_F"	"1"	"Always"	1573	1573	
"CBQ700"	"CBQPFC_F"	"2"	"Most of the time"	509	2082	
"CBQ700"	"CBQPFC_F"	"3"	"Sometimes"	233	2315	
"CBQ700"	"CBQPFC_F"	"4"	"Rarely"	79	2394	
"CBQ700"	"CBQPFC_F"	"5"	"Never"	52	2446	
"CBQ700"	"CBQPFC_F"	"6"	"Never seen"	0	2446	
"CBQ700"	"CBQPFC_F"	"7"	"Refused"	0	2446	
"CBQ700"	"CBQPFC_F"	"9"	"Don't know"	0	2446	
"CBQ700"	"CBQPFC_F"	"."	"Missing"	499	2945	
"DBQ780"	"CBQPFC_F"	"1"	"Always"	358	358	
"DBQ780"	"CBQPFC_F"	"2"	"Most of the time"	520	878	
"DBQ780"	"CBQPFC_F"	"3"	"Sometimes"	946	1824	
"DBQ780"	"CBQPFC_F"	"4"	"Rarely"	409	2233	
"DBQ780"	"CBQPFC_F"	"5"	"Never"	208	2441	
"DBQ780"	"CBQPFC_F"	"6"	"Never seen"	5	2446	
"DBQ780"	"CBQPFC_F"	"7"	"Refused"	0	2446	
"DBQ780"	"CBQPFC_F"	"9"	"Don't know"	0	2446	
"DBQ780"	"CBQPFC_F"	"."	"Missing"	499	2945	
"DBQ750"	"CBQPFC_F"	"1"	"Always"	304	304	
"DBQ750"	"CBQPFC_F"	"2"	"Most of the time"	682	986	
"DBQ750"	"CBQPFC_F"	"3"	"Sometimes"	914	1900	
"DBQ750"	"CBQPFC_F"	"4"	"Rarely"	362	2262	
"DBQ750"	"CBQPFC_F"	"5"	"Never"	184	2446	
"DBQ750"	"CBQPFC_F"	"6"	"Never seen"	0	2446	
"DBQ750"	"CBQPFC_F"	"7"	"Refused"	0	2446	
"DBQ750"	"CBQPFC_F"	"9"	"Don't know"	0	2446	
"DBQ750"	"CBQPFC_F"	"."	"Missing"	499	2945	
"DBQ760"	"CBQPFC_F"	"1"	"Always"	308	308	
"DBQ760"	"CBQPFC_F"	"2"	"Most of the time"	427	735	
"DBQ760"	"CBQPFC_F"	"3"	"Sometimes"	864	1599	
"DBQ760"	"CBQPFC_F"	"4"	"Rarely"	558	2157	
"DBQ760"	"CBQPFC_F"	"5"	"Never"	288	2445	
"DBQ760"	"CBQPFC_F"	"6"	"Never seen"	0	2445	
"DBQ760"	"CBQPFC_F"	"7"	"Refused"	0	2445	
"DBQ760"	"CBQPFC_F"	"9"	"Don't know"	1	2446	
"DBQ760"	"CBQPFC_F"	"."	"Missing"	499	2945	
"DBQ770"	"CBQPFC_F"	"1"	"Always"	314	314	
"DBQ770"	"CBQPFC_F"	"2"	"Most of the time"	416	730	
"DBQ770"	"CBQPFC_F"	"3"	"Sometimes"	905	1635	
"DBQ770"	"CBQPFC_F"	"4"	"Rarely"	507	2142	
"DBQ770"	"CBQPFC_F"	"5"	"Never"	299	2441	
"DBQ770"	"CBQPFC_F"	"6"	"Never seen"	0	2441	
"DBQ770"	"CBQPFC_F"	"7"	"Refused"	0	2441	
"DBQ770"	"CBQPFC_F"	"9"	"Don't know"	5	2446	
"DBQ770"	"CBQPFC_F"	"."	"Missing"	499	2945	
"CBQ685"	"CBQPFC_F"	"1"	"Always"	277	277	
"CBQ685"	"CBQPFC_F"	"2"	"Most of the time"	357	634	
"CBQ685"	"CBQPFC_F"	"3"	"Sometimes"	800	1434	
"CBQ685"	"CBQPFC_F"	"4"	"Rarely"	644	2078	
"CBQ685"	"CBQPFC_F"	"5"	"Never"	363	2441	
"CBQ685"	"CBQPFC_F"	"6"	"Never seen"	0	2441	
"CBQ685"	"CBQPFC_F"	"7"	"Refused"	0	2441	
"CBQ685"	"CBQPFC_F"	"9"	"Don't know"	5	2446	
"CBQ685"	"CBQPFC_F"	"."	"Missing"	499	2945	
"CBD710"	"CBQPFC_F"	"1"	"Always"	337	337	
"CBD710"	"CBQPFC_F"	"2"	"Most of the time"	497	834	
"CBD710"	"CBQPFC_F"	"3"	"Sometimes"	678	1512	
"CBD710"	"CBQPFC_F"	"4"	"Rarely"	468	1980	
"CBD710"	"CBQPFC_F"	"5"	"Never"	248	2228	
"CBD710"	"CBQPFC_F"	"6"	"Never buy these items"	15	2243	
"CBD710"	"CBQPFC_F"	"7"	"Refused"	0	2243	
"CBD710"	"CBQPFC_F"	"9"	"Don't know"	0	2243	
"CBD710"	"CBQPFC_F"	"."	"Missing"	702	2945	
"CBD715"	"CBQPFC_F"	"1"	"Always"	569	569	
"CBD715"	"CBQPFC_F"	"2"	"Most of the time"	590	1159	
"CBD715"	"CBQPFC_F"	"3"	"Sometimes"	588	1747	
"CBD715"	"CBQPFC_F"	"4"	"Rarely"	316	2063	
"CBD715"	"CBQPFC_F"	"5"	"Never"	163	2226	
"CBD715"	"CBQPFC_F"	"6"	"Never buy these items"	15	2241	
"CBD715"	"CBQPFC_F"	"7"	"Refused"	0	2241	
"CBD715"	"CBQPFC_F"	"9"	"Don't know"	2	2243	
"CBD715"	"CBQPFC_F"	"."	"Missing"	702	2945	
"CBD720"	"CBQPFC_F"	"1"	"Always"	462	462	
"CBD720"	"CBQPFC_F"	"2"	"Most of the time"	458	920	
"CBD720"	"CBQPFC_F"	"3"	"Sometimes"	594	1514	
"CBD720"	"CBQPFC_F"	"4"	"Rarely"	379	1893	
"CBD720"	"CBQPFC_F"	"5"	"Never"	253	2146	
"CBD720"	"CBQPFC_F"	"6"	"Never buy these items"	97	2243	
"CBD720"	"CBQPFC_F"	"7"	"Refused"	0	2243	
"CBD720"	"CBQPFC_F"	"9"	"Don't know"	0	2243	
"CBD720"	"CBQPFC_F"	"."	"Missing"	702	2945	
"CBD725"	"CBQPFC_F"	"1"	"Always"	515	515	
"CBD725"	"CBQPFC_F"	"2"	"Most of the time"	344	859	
"CBD725"	"CBQPFC_F"	"3"	"Sometimes"	467	1326	
"CBD725"	"CBQPFC_F"	"4"	"Rarely"	464	1790	
"CBD725"	"CBQPFC_F"	"5"	"Never"	430	2220	
"CBD725"	"CBQPFC_F"	"6"	"Never buy these items"	19	2239	
"CBD725"	"CBQPFC_F"	"7"	"Refused"	0	2239	
"CBD725"	"CBQPFC_F"	"9"	"Don't know"	4	2243	
"CBD725"	"CBQPFC_F"	"."	"Missing"	702	2945	
"CBD730"	"CBQPFC_F"	"1"	"Always"	473	473	
"CBD730"	"CBQPFC_F"	"2"	"Most of the time"	398	871	
"CBD730"	"CBQPFC_F"	"3"	"Sometimes"	572	1443	
"CBD730"	"CBQPFC_F"	"4"	"Rarely"	364	1807	
"CBD730"	"CBQPFC_F"	"5"	"Never"	315	2122	
"CBD730"	"CBQPFC_F"	"6"	"Never buy these items"	121	2243	
"CBD730"	"CBQPFC_F"	"7"	"Refused"	0	2243	
"CBD730"	"CBQPFC_F"	"9"	"Don't know"	0	2243	
"CBD730"	"CBQPFC_F"	"."	"Missing"	702	2945	
"CBD735"	"CBQPFC_F"	"1"	"Always"	632	632	
"CBD735"	"CBQPFC_F"	"2"	"Most of the time"	405	1037	
"CBD735"	"CBQPFC_F"	"3"	"Sometimes"	581	1618	
"CBD735"	"CBQPFC_F"	"4"	"Rarely"	350	1968	
"CBD735"	"CBQPFC_F"	"5"	"Never"	270	2238	
"CBD735"	"CBQPFC_F"	"6"	"Never buy these items"	5	2243	
"CBD735"	"CBQPFC_F"	"7"	"Refused"	0	2243	
"CBD735"	"CBQPFC_F"	"9"	"Don't know"	0	2243	
"CBD735"	"CBQPFC_F"	"."	"Missing"	702	2945	
"CBQ738A"	"CBQPFC_F"	"1"	"To watch my weight and/or lose weight"	1110	1110	
"CBQ738A"	"CBQPFC_F"	"77"	"Refused"	0	1110	
"CBQ738A"	"CBQPFC_F"	"99"	"Don't know"	15	1125	
"CBQ738A"	"CBQPFC_F"	"."	"Missing"	1820	2945	
"CBQ738B"	"CBQPFC_F"	"2"	"A family member is trying to watch weight and/or lose weight"	528	528	
"CBQ738B"	"CBQPFC_F"	"."	"Missing"	2417	2945	
"CBQ738C"	"CBQPFC_F"	"3"	"To watch for diabetes high triglycerides high cholesterol high blood pressure or other health conditions"	670	670	
"CBQ738C"	"CBQPFC_F"	"."	"Missing"	2275	2945	
"CBQ738D"	"CBQPFC_F"	"4"	"A family member has a health condition (for example diabetes high triglycerides high cholesterol high blood pressure etc)"	441	441	
"CBQ738D"	"CBQPFC_F"	"."	"Missing"	2504	2945	
"CBQ738E"	"CBQPFC_F"	"5"	"I am allergic to certain food(s)"	183	183	
"CBQ738E"	"CBQPFC_F"	"."	"Missing"	2762	2945	
"CBQ738F"	"CBQPFC_F"	"6"	"My family member(s) has food allergies"	269	269	
"CBQ738F"	"CBQPFC_F"	"."	"Missing"	2676	2945	
"CBQ738G"	"CBQPFC_F"	"7"	"To avoid certain ingredients (such as MSG high fructose corn syrup color dyes artificial preservatives or hydrogenated oils etc.)"	825	825	
"CBQ738G"	"CBQPFC_F"	"."	"Missing"	2120	2945	
"CBQ738H"	"CBQPFC_F"	"8"	"To increase certain nutrients in my/family's diet (such as fiber calcium etc)"	916	916	
"CBQ738H"	"CBQPFC_F"	"."	"Missing"	2029	2945	
"CBQ738I"	"CBQPFC_F"	"9"	"To compare which brand/food is better/healthier"	1081	1081	
"CBQ738I"	"CBQPFC_F"	"."	"Missing"	1864	2945	
"CBQ738J"	"CBQPFC_F"	"10"	"To make better/healthier choices for me and my family"	1545	1545	
"CBQ738J"	"CBQPFC_F"	"."	"Missing"	1400	2945	
"CBQ738K"	"CBQPFC_F"	"11"	"To watch for calorie content or certain nutrients (such as sodium trans fat sugar carbohydrates or protein etc.)"	66	66	
"CBQ738K"	"CBQPFC_F"	"."	"Missing"	2879	2945	
"CBQ738CD"	"CBQPFC_F"	"91"	"Others"	114	114	
"CBQ738CD"	"CBQPFC_F"	"."	"Missing"	2831	2945	
"CBQ698A"	"CBQPFC_F"	"1"	"I don't have time"	78	78	
"CBQ698A"	"CBQPFC_F"	"77"	"Refused"	0	78	
"CBQ698A"	"CBQPFC_F"	"99"	"Don't know"	4	82	
"CBQ698A"	"CBQPFC_F"	"."	"Missing"	2863	2945	
"CBQ698B"	"CBQPFC_F"	"2"	"The print is too small for me to read"	24	24	
"CBQ698B"	"CBQPFC_F"	"."	"Missing"	2921	2945	
"CBQ698C"	"CBQPFC_F"	"3"	"I'm satisfied with my health so there is no need for me to check"	38	38	
"CBQ698C"	"CBQPFC_F"	"."	"Missing"	2907	2945	
"CBQ698D"	"CBQPFC_F"	"4"	"I have a good diet so there is no need to check labels"	17	17	
"CBQ698D"	"CBQPFC_F"	"."	"Missing"	2928	2945	
"CBQ698E"	"CBQPFC_F"	"5"	"I usually buy foods that I'm used to so I don't feel that I need to check labels"	125	125	
"CBQ698E"	"CBQPFC_F"	"."	"Missing"	2820	2945	
"CBQ698F"	"CBQPFC_F"	"6"	"I buy what I or my family like I don't care about the labels"	100	100	
"CBQ698F"	"CBQPFC_F"	"."	"Missing"	2845	2945	
"CBQ698G"	"CBQPFC_F"	"7"	"I don't think the food labels are important to me"	15	15	
"CBQ698G"	"CBQPFC_F"	"."	"Missing"	2930	2945	
"CBQ698H"	"CBQPFC_F"	"8"	"I won't know what to look for even if I read the labels"	41	41	
"CBQ698H"	"CBQPFC_F"	"."	"Missing"	2904	2945	
"CBQ698I"	"CBQPFC_F"	"9"	"I can't read English that well"	18	18	
"CBQ698I"	"CBQPFC_F"	"."	"Missing"	2927	2945	
"CBQ698CD"	"CBQPFC_F"	"91"	"Others"	16	16	
"CBQ698CD"	"CBQPFC_F"	"."	"Missing"	2929	2945	
"CBQ695A"	"CBQPFC_F"	"1"	"The amount of this food that people should eat"	1548	1548	
"CBQ695A"	"CBQPFC_F"	"7"	"Refused"	0	1548	
"CBQ695A"	"CBQPFC_F"	"9"	"Don't know"	67	1615	
"CBQ695A"	"CBQPFC_F"	"."	"Missing"	1330	2945	
"CBQ695B"	"CBQPFC_F"	"2"	"The amount of this food that people usually eat"	463	463	
"CBQ695B"	"CBQPFC_F"	"."	"Missing"	2482	2945	
"CBQ695C"	"CBQPFC_F"	"3"	"Something that makes it easier to compare foods"	484	484	
"CBQ695C"	"CBQPFC_F"	"."	"Missing"	2461	2945	
"CBD740"	"CBQPFC_F"	"1"	"Yes"	962	962	""
"CBD740"	"CBQPFC_F"	"2"	"No"	1440	2402	"CBQ825"
"CBD740"	"CBQPFC_F"	"3"	"Do not shop for food"	8	2410	"CBQ825"
"CBD740"	"CBQPFC_F"	"7"	"Refused"	0	2410	"CBQ825"
"CBD740"	"CBQPFC_F"	"9"	"Don't know"	36	2446	"CBQ825"
"CBD740"	"CBQPFC_F"	"."	"Missing"	499	2945	""
"CBQ790"	"CBQPFC_F"	"1"	"Always"	56	56	
"CBQ790"	"CBQPFC_F"	"2"	"Most of the time"	152	208	
"CBQ790"	"CBQPFC_F"	"3"	"Sometimes"	394	602	
"CBQ790"	"CBQPFC_F"	"4"	"Rarely"	268	870	
"CBQ790"	"CBQPFC_F"	"5"	"Never"	87	957	
"CBQ790"	"CBQPFC_F"	"6"	"Do not shop for fruits"	2	959	
"CBQ790"	"CBQPFC_F"	"7"	"Refused"	0	959	
"CBQ790"	"CBQPFC_F"	"9"	"Don't know"	3	962	
"CBQ790"	"CBQPFC_F"	"."	"Missing"	1983	2945	
"CBQ795"	"CBQPFC_F"	"1"	"Always"	74	74	
"CBQ795"	"CBQPFC_F"	"2"	"Most of the time"	136	210	
"CBQ795"	"CBQPFC_F"	"3"	"Sometimes"	399	609	
"CBQ795"	"CBQPFC_F"	"4"	"Rarely"	230	839	
"CBQ795"	"CBQPFC_F"	"5"	"Never"	118	957	
"CBQ795"	"CBQPFC_F"	"6"	"Do not shop for vegetables"	2	959	
"CBQ795"	"CBQPFC_F"	"7"	"Refused"	0	959	
"CBQ795"	"CBQPFC_F"	"9"	"Don't know"	3	962	
"CBQ795"	"CBQPFC_F"	"."	"Missing"	1983	2945	
"CBQ800"	"CBQPFC_F"	"1"	"Always"	108	108	
"CBQ800"	"CBQPFC_F"	"2"	"Most of the time"	77	185	
"CBQ800"	"CBQPFC_F"	"3"	"Sometimes"	185	370	
"CBQ800"	"CBQPFC_F"	"4"	"Rarely"	227	597	
"CBQ800"	"CBQPFC_F"	"5"	"Never"	354	951	
"CBQ800"	"CBQPFC_F"	"6"	"Do not shop for milk"	8	959	
"CBQ800"	"CBQPFC_F"	"7"	"Refused"	0	959	
"CBQ800"	"CBQPFC_F"	"9"	"Don't know"	3	962	
"CBQ800"	"CBQPFC_F"	"."	"Missing"	1983	2945	
"CBQ805"	"CBQPFC_F"	"1"	"Always"	98	98	
"CBQ805"	"CBQPFC_F"	"2"	"Most of the time"	86	184	
"CBQ805"	"CBQPFC_F"	"3"	"Sometimes"	154	338	
"CBQ805"	"CBQPFC_F"	"4"	"Rarely"	192	530	
"CBQ805"	"CBQPFC_F"	"5"	"Never"	418	948	
"CBQ805"	"CBQPFC_F"	"6"	"Do not shop for eggs"	12	960	
"CBQ805"	"CBQPFC_F"	"7"	"Refused"	0	960	
"CBQ805"	"CBQPFC_F"	"9"	"Don't know"	2	962	
"CBQ805"	"CBQPFC_F"	"."	"Missing"	1983	2945	
"CBQ810"	"CBQPFC_F"	"1"	"Always"	58	58	
"CBQ810"	"CBQPFC_F"	"2"	"Most of the time"	37	95	
"CBQ810"	"CBQPFC_F"	"3"	"Sometimes"	60	155	
"CBQ810"	"CBQPFC_F"	"4"	"Rarely"	44	199	
"CBQ810"	"CBQPFC_F"	"5"	"Never"	540	739	
"CBQ810"	"CBQPFC_F"	"6"	"Do not shop for baby foods"	223	962	
"CBQ810"	"CBQPFC_F"	"7"	"Refused"	0	962	
"CBQ810"	"CBQPFC_F"	"9"	"Don't know"	0	962	
"CBQ810"	"CBQPFC_F"	"."	"Missing"	1983	2945	
"CBQ815"	"CBQPFC_F"	"1"	"Always"	59	59	
"CBQ815"	"CBQPFC_F"	"2"	"Most of the time"	70	129	
"CBQ815"	"CBQPFC_F"	"3"	"Sometimes"	255	384	
"CBQ815"	"CBQPFC_F"	"4"	"Rarely"	166	550	
"CBQ815"	"CBQPFC_F"	"5"	"Never"	390	940	
"CBQ815"	"CBQPFC_F"	"6"	"Do not shop for poultry"	22	962	
"CBQ815"	"CBQPFC_F"	"7"	"Refused"	0	962	
"CBQ815"	"CBQPFC_F"	"9"	"Don't know"	0	962	
"CBQ815"	"CBQPFC_F"	"."	"Missing"	1983	2945	
"CBQ820"	"CBQPFC_F"	"1"	"Always"	43	43	
"CBQ820"	"CBQPFC_F"	"2"	"Most of the time"	66	109	
"CBQ820"	"CBQPFC_F"	"3"	"Sometimes"	207	316	
"CBQ820"	"CBQPFC_F"	"4"	"Rarely"	184	500	
"CBQ820"	"CBQPFC_F"	"5"	"Never"	434	934	
"CBQ820"	"CBQPFC_F"	"6"	"Do not shop for meats"	24	958	
"CBQ820"	"CBQPFC_F"	"7"	"Refused"	0	958	
"CBQ820"	"CBQPFC_F"	"9"	"Don't know"	4	962	
"CBQ820"	"CBQPFC_F"	"."	"Missing"	1983	2945	
"CBQ825"	"CBQPFC_F"	"1"	"Yes"	1379	1379	
"CBQ825"	"CBQPFC_F"	"2"	"No"	1012	2391	
"CBQ825"	"CBQPFC_F"	"7"	"Refused"	0	2391	
"CBQ825"	"CBQPFC_F"	"9"	"Don't know"	55	2446	
"CBQ825"	"CBQPFC_F"	"."	"Missing"	499	2945	
"DBD930"	"CBQPFC_F"	"1"	"Yes"	2187	2187	
"DBD930"	"CBQPFC_F"	"2"	"No"	263	2450	
"DBD930"	"CBQPFC_F"	"7"	"Refused"	0	2450	
"DBD930"	"CBQPFC_F"	"9"	"Don't know"	0	2450	
"DBD930"	"CBQPFC_F"	"."	"Missing"	495	2945	
"DBD935"	"CBQPFC_F"	"1"	"Yes"	1194	1194	
"DBD935"	"CBQPFC_F"	"2"	"No"	1256	2450	
"DBD935"	"CBQPFC_F"	"7"	"Refused"	0	2450	
"DBD935"	"CBQPFC_F"	"9"	"Don't know"	0	2450	
"DBD935"	"CBQPFC_F"	"."	"Missing"	495	2945	
"DBD940"	"CBQPFC_F"	"1"	"Yes"	2151	2151	
"DBD940"	"CBQPFC_F"	"2"	"No"	299	2450	
"DBD940"	"CBQPFC_F"	"7"	"Refused"	0	2450	
"DBD940"	"CBQPFC_F"	"9"	"Don't know"	0	2450	
"DBD940"	"CBQPFC_F"	"."	"Missing"	495	2945	
"DBD945"	"CBQPFC_F"	"1"	"Yes"	1206	1206	
"DBD945"	"CBQPFC_F"	"2"	"No"	1244	2450	
"DBD945"	"CBQPFC_F"	"7"	"Refused"	0	2450	
"DBD945"	"CBQPFC_F"	"9"	"Don't know"	0	2450	
"DBD945"	"CBQPFC_F"	"."	"Missing"	495	2945	
"CBD760"	"CBQPFC_F"	"17 to 77"	"Range of Values"	2442	2442	
"CBD760"	"CBQPFC_F"	"80"	">= 80 years of age"	1	2443	
"CBD760"	"CBQPFC_F"	"777"	"Refused"	2	2445	
"CBD760"	"CBQPFC_F"	"999"	"Don't know"	3	2448	
"CBD760"	"CBQPFC_F"	"."	"Missing"	497	2945	
"CBD765"	"CBQPFC_F"	"1"	"Less than high school"	619	619	
"CBD765"	"CBQPFC_F"	"2"	"High school diploma (including GED) or"	589	1208	
"CBD765"	"CBQPFC_F"	"3"	"More than high school"	1237	2445	
