Variable	Table	SASLabel	EnglishText	EnglishInstructions	Target	UseConstraints	IsPhenotype	OntologyMapped
OHX31PCA	OHXPER_H	LOA: Mnd R(2M) ML FGM-sulcus(mm)	Loss of Attachment: Lower right 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)		Both males and females 30 YEARS - 150 YEARS		TRUE	False
OHX31LAD	OHXPER_H	LOA: Mnd R(2M) DF calculated AL(mm)	Loss of Attachment: Lower right 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)		Both males and females 30 YEARS - 150 YEARS		TRUE	False
OHX31LAM	OHXPER_H	LOA: Mnd R(2M) MdF calculated AL(mm)	Loss of Attachment: Lower right 2nd molar (2M) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 30 YEARS - 150 YEARS		TRUE	False
OHX31LAS	OHXPER_H	LOA: Mnd R(2M) MF calculated AL(mm)	Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 30 YEARS - 150 YEARS		TRUE	False
OHX31LAP	OHXPER_H	LOA: Mnd R(2M) DL calculated AL(mm)	Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)		Both males and females 30 YEARS - 150 YEARS		TRUE	False
OHX31LAL	OHXPER_H	LOA: Mnd R(2M) MdL calculated AL(mm)	Loss of Attachment: Lower right 2nd molar (2M) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 30 YEARS - 150 YEARS		TRUE	False
OHX31LAA	OHXPER_H	LOA: Mnd R(2M) ML calculated AL(mm)	Loss of Attachment: Lower right 2nd molar (2M) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 30 YEARS - 150 YEARS		TRUE	False
SEQN	OHXPERIO	Respondent sequence number	Respondent sequence number.		Both males and females 12 YEARS - 150 YEARS		FALSE	False
OHAEXSTS	OHXPERIO	Overall Oral Health Exam Status	Overall Oral Health Exam Status		Both males and females 12 YEARS - 150 YEARS		TRUE	False
OHASCST4	OHXPERIO	Periodontal Status Code	Periodontal Status Code		Both males and females 12 YEARS - 150 YEARS		TRUE	False
OHXURGIN	OHXPERIO	Gingival bleeding: URQ	Gingival bleeding sweep: Upper right quadrant		Both males and females 12 YEARS - 49 YEARS		TRUE	True
OHXULGIN	OHXPERIO	Gingival bleeding: ULQ	Gingival bleeding sweep: Upper left quadrant		Both males and females 12 YEARS - 49 YEARS		TRUE	True
OHXLLGIN	OHXPERIO	Gingival bleeding: LLQ	Gingival bleeding sweep: Lower left quadrant		Both males and females 12 YEARS - 49 YEARS		TRUE	True
OHXLRGIN	OHXPERIO	Gingival bleeding: LRQ	Gingival bleeding sweep: Lower right quadrant		Both males and females 12 YEARS - 49 YEARS		TRUE	True
OHD02CJM	OHXPERIO	LOA: mid-facial #2 FGM/CEJ	Loss of Attachment: Upper right 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD02PCM	OHXPERIO	LOA: mid-facial #2 PD	Loss of Attachment: Upper right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD02LAM	OHXPERIO	LOA: mid-facial #2 calculated LA	Loss of Attachment: Upper right 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD02CJS	OHXPERIO	LOA: mesial #2 FGM/CEJ	Loss of Attachment: Upper right 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD02PCS	OHXPERIO	LOA: mesial #2 PD	Loss of Attachment: Upper right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD02LAS	OHXPERIO	LOA: mesial #2 calculated LA	Loss of Attachment: Upper right 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD03CJM	OHXPERIO	LOA: mid-facial #3 FGM/CEJ	Loss of Attachment: Upper right 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD03PCM	OHXPERIO	LOA: mid-facial #3 PD	Loss of Attachment: Upper right 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD03LAM	OHXPERIO	LOA: mid-facial #3 calculated LA	Loss of Attachment: Upper right 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD03CJS	OHXPERIO	LOA: mesial #3 FGM/CEJ	Loss of Attachment: Upper right 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD03PCS	OHXPERIO	LOA: mesial #3 PD	Loss of Attachment: Upper right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD03LAS	OHXPERIO	LOA: mesial #3 calculated LA	Loss of Attachment: Upper right 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD04CJM	OHXPERIO	LOA: mid-facial #4 FGM/CEJ	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD04PCM	OHXPERIO	LOA: mid-facial #4 PD	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD04LAM	OHXPERIO	LOA: mid-facial #4 calculated LA	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD04CJS	OHXPERIO	LOA: mesial #4 FGM/CEJ	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD04PCS	OHXPERIO	LOA: mesial #4 PD	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD04LAS	OHXPERIO	LOA: mesial #4 calculated LA	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD05CJM	OHXPERIO	LOA: mid-facial #5 FGM/CEJ	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD05PCM	OHXPERIO	LOA: mid-facial #5 PD	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD05LAM	OHXPERIO	LOA: mid-facial #5 calculated LA	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD05CJS	OHXPERIO	LOA: mesial #5 FGM/CEJ	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD05PCS	OHXPERIO	LOA: mesial #5 PD	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD05LAS	OHXPERIO	LOA: mesial #5 calculated LA	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD06CJM	OHXPERIO	LOA: mid-facial #6 FGM/CEJ	Loss of Attachment: Upper right cuspid (C) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD06PCM	OHXPERIO	LOA: mid-facial #6 PD	Loss of Attachment: Upper right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD06LAM	OHXPERIO	LOA: mid-facial #6 calculated LA	Loss of Attachment: Upper right cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD06CJS	OHXPERIO	LOA: mesial #6 FGM/CEJ	Loss of Attachment: Upper right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD06PCS	OHXPERIO	LOA: mesial #6 PD	Loss of Attachment: Upper right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD06LAS	OHXPERIO	LOA: mesial #6 calculated LA	Loss of Attachment: Upper right cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD07CJM	OHXPERIO	LOA: mid-facial #7 FGM/CEJ	Loss of Attachment: Upper right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD07PCM	OHXPERIO	LOA: mid-facial #7 PD	Loss of Attachment: Upper right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD07LAM	OHXPERIO	LOA: mid-facial #7 calculated LA	Loss of Attachment: Upper right lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD07CJS	OHXPERIO	LOA: mesial #7 FGM/CEJ	Loss of Attachment: Upper right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD07PCS	OHXPERIO	LOA: mesial #7 PD	Loss of Attachment: Upper right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD07LAS	OHXPERIO	LOA: mesial #7 calculated LA	Loss of Attachment: Upper right lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD08CJM	OHXPERIO	LOA: mid-facial #8 FGM/CEJ	Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD08PCM	OHXPERIO	LOA: mid-facial #8 PD	Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD08LAM	OHXPERIO	LOA: mid-facial #8 calculated LA	Loss of Attachment: Upper right central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD08CJS	OHXPERIO	LOA: mesial #8 FGM/CEJ	Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD08PCS	OHXPERIO	LOA: mesial #8 PD	Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD08LAS	OHXPERIO	LOA: mesial #8 calculated LA	Loss of Attachment: Upper right central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD15CJM	OHXPERIO	LOA: mid-facial #15 FGM/CEJ	Loss of Attachment: Upper left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD15PCM	OHXPERIO	LOA: mid-facial #15 PD	Loss of Attachment: Upper left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD15LAM	OHXPERIO	LOA: mid-facial #15 calculated LA	Loss of Attachment: Upper left 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD15CJS	OHXPERIO	LOA: mesial #15 FGM/CEJ	Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD15PCS	OHXPERIO	LOA: mesial #15 PD	Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD15LAS	OHXPERIO	LOA: mesial #15 calculated LA	Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD14CJM	OHXPERIO	LOA: mid-facial #14 FGM/CEJ	Loss of Attachment: Upper left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD14PCM	OHXPERIO	LOA: mid-facial #14 PD	Loss of Attachment: Upper left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD14LAM	OHXPERIO	LOA: mid-facial #14 calculated LA	Loss of Attachment: Upper left 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD14CJS	OHXPERIO	LOA: mesial #14 FGM/CEJ	Loss of Attachment: Upper left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD14PCS	OHXPERIO	LOA: mesial #14 PD	Loss of Attachment: Upper left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD14LAS	OHXPERIO	LOA: mesial #14 calculated LA	Loss of Attachment: Upper left 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD13CJM	OHXPERIO	LOA: mid-facial #13 FGM/CEJ	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD13PCM	OHXPERIO	LOA: mid-facial #13 PD	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD13LAM	OHXPERIO	LOA: mid-facial #13 calculated LA	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD13CJS	OHXPERIO	LOA: mesial #13 FGM/CEJ	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD13PCS	OHXPERIO	LOA: mesial #13 PD	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD13LAS	OHXPERIO	LOA: mesial #13 calculated LA	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD12CJM	OHXPERIO	LOA: mid-facial #12 FGM/CEJ	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD12PCM	OHXPERIO	LOA: mid-facial #12 PD	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD12LAM	OHXPERIO	LOA: mid-facial #12 calculated LA	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD12CJS	OHXPERIO	LOA: mesial #12 FGM/CEJ	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD12PCS	OHXPERIO	LOA: mesial #12 PD	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD12LAS	OHXPERIO	LOA: mesial #12 calculated LA	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD11CJM	OHXPERIO	LOA: mid-facial #11 FGM/CEJ	Loss of Attachment: Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD11PCM	OHXPERIO	LOA: mid-facial #11 PD	Loss of Attachment: Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD11LAM	OHXPERIO	LOA: mid-facial #11 calculated LA	Loss of Attachment: Upper left cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD11CJS	OHXPERIO	LOA: mesial #11 FGM/CEJ	Loss of Attachment: Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD11PCS	OHXPERIO	LOA: mesial #11 PD	Loss of Attachment: Upper left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD11LAS	OHXPERIO	LOA: mesial #11 calculated LA	Loss of Attachment: Upper left cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD10CJM	OHXPERIO	LOA: mid-facial #10 FGM/CEJ	Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD10PCM	OHXPERIO	LOA: mid-facial #10 PD	Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD10LAM	OHXPERIO	LOA: mid-facial #10 calculated LA	Loss of Attachment: Upper left lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD10CJS	OHXPERIO	LOA: mesial #10 FGM/CEJ	Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD10PCS	OHXPERIO	LOA: mesial #10 PD	Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD10LAS	OHXPERIO	LOA: mesial #10 calculated LA	Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD09CJM	OHXPERIO	LOA: mid-facial #9 FGM/CEJ	Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD09PCM	OHXPERIO	LOA: mid-facial #9 PD	Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD09LAM	OHXPERIO	LOA: mid-facial #9 calculated LA	Loss of Attachment: Upper left central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD09CJS	OHXPERIO	LOA: mesial #9 FGM/CEJ	Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD09PCS	OHXPERIO	LOA: mesial #9 PD	Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD09LAS	OHXPERIO	LOA: mesial #9 calculated LA	Loss of Attachment: Upper left central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD18CJM	OHXPERIO	LOA: mid-facial #18 FGM/CEJ	Loss of Attachment: Lower left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD18PCM	OHXPERIO	LOA: mid-facial #18 PD	Loss of Attachment: Lower left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD18LAM	OHXPERIO	LOA: mid-facial #18 calculated LA	Loss of Attachment: Lower left 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD18CJS	OHXPERIO	LOA: mesial #18 FGM/CEJ	Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD18PCS	OHXPERIO	LOA: mesial #18 PD	Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD18LAS	OHXPERIO	LOA: mesial #18 calculated LA	Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD19CJM	OHXPERIO	LOA: mid-facial #19 FGM/CEJ	Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD19PCM	OHXPERIO	LOA: mid-facial #19 PD	Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD19LAM	OHXPERIO	LOA: mid-facial #19 calculated LA	Loss of Attachment: Lower left 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD19CJS	OHXPERIO	LOA: mesial #19 FGM/CEJ	Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD19PCS	OHXPERIO	LOA: mesial #19 PD	Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD19LAS	OHXPERIO	LOA: mesial #19 calculated LA	Loss of Attachment: Lower left 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD20CJM	OHXPERIO	LOA: mid-facial #20 FGM/CEJ	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD20PCM	OHXPERIO	LOA: mid-facial #20 PD	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD20LAM	OHXPERIO	LOA: mid-facial #20 calculated LA	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD20CJS	OHXPERIO	LOA: mesial #20 FGM/CEJ	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD20PCS	OHXPERIO	LOA: mesial #20 PD	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD20LAS	OHXPERIO	LOA: mesial #20 calculated LA	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD21CJM	OHXPERIO	LOA: mid-facial #21 FGM/CEJ	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD21PCM	OHXPERIO	LOA: mid-facial #21 PD	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
