Variable	Table	SASLabel	EnglishText	EnglishInstructions	Target	UseConstraints	IsPhenotype	OntologyMapped
AGQ080B	AGQ_D	Kind of pet removed - cat	Which kind of pet was removed from {your/SP's} home?	CODE ALL THAT APPLY CAPI INSTRUCTION: DISPLAY {SP'S} IF PROXY INTERVIEW FOR SP < 16 YEARS OLD.	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ080C	AGQ_D	Kind of pet removed - small furry animal	Which kind of pet was removed from {your/SP's} home?	CODE ALL THAT APPLY CAPI INSTRUCTION: DISPLAY {SP'S} IF PROXY INTERVIEW FOR SP < 16 YEARS OLD.	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ090	AGQ_D	Avoided pets because of allergies	{Have you/Has SP} avoided bringing new pets into {your/his/her} home because {you/SP} had allergies or asthma (az-ma)?	CAPI INSTRUCTION: DISPLAY {HAS SP} AND {HIS/HER} IF PROXY INTERVIEW FOR SP < 16 YEARS OLD. 	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ100	AGQ_D	Problem with sneezing in past 12 months	During the past 12 months {have you/has SP} had a problem with sneezing or a runny or blocked nose when {you/s/he} did not have a cold or the flu?		Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ110A	AGQ_D	Sneezing occurred - in spring	In which season did this nose problem occur?	CODE ALL THAT APPLY	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ110B	AGQ_D	Sneezing occurred - in summer	In which season did this nose problem occur?	CODE ALL THAT APPLY	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ110C	AGQ_D	Sneezing occurred - in fall	In which season did this nose problem occur?	CODE ALL THAT APPLY	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ110D	AGQ_D	Sneezing occurred - in winter	In which season did this nose problem occur?	CODE ALL THAT APPLY	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ120	AGQ_D	Doctor told have sinus infection	During the past 12 months did a doctor or other health professional tell {you/SP} that {you have/SP s/he has} a sinus infection?		Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ130	AGQ_D	Ever had itchy rash at least 6 months	{Have you/Has SP} ever had an itchy rash which was coming and going for at least 6 months?		Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ140	AGQ_D	Itchy rash at any time in past 12 months	{Have you/Has SP} had this itchy rash at any time in the last 12 months?		Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ150	AGQ_D	Rash cleared up completely	Has this rash cleared up completely at any time during the last 12 months?		Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ160	AGQ_D	Has rash affected places...	Has this itchy rash at any time affected any of the following places: the folds of the elbows behind the knees in front of the ankles under the buttocks or around the neck ears or eyes?		Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGD170	AGQ_D	Age rash first occurred	At what age did this itchy rash first occur?	IF LESS THAN 1 YEAR ENTER 1. HARD EDIT: DO NOT ALLOW 0. ENTER AGE IN YEARS. 	Both males and females 1 YEARS - 150 YEARS		TRUE	False
AGQ180	AGQ_D	Doctor told have eczema	Has a doctor or other health professional ever told {you/SP} that {you have/SP s/he has} eczema (ek-zi-ma)?		Both males and females 1 YEARS - 150 YEARS		TRUE	True
SEQN	AL_IGE_D	Respondent sequence number	Respondent sequence number.		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXIGE	AL_IGE_D	Serum total IgE antibody (kU/L)	Serum Total IgE antibody result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDIGELC	AL_IGE_D	Serum total IgE antibody comment code	Serum total IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXID2	AL_IGE_D	D. Farinae IgE antibody (kU/L)	Serum IgE antibody to Dermatophagoides Farinae result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDID2LC	AL_IGE_D	D. Farinae IgE antibody comment code	D. Farinae IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXID1	AL_IGE_D	D. Pteronyssinus IgE antibody (kU/L)	Serum IgE antibody to Dermatophagoides Pteronyssinus result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDID1LC	AL_IGE_D	D. Pteronyssin IgE antibody comment code	D. Pteronyssin IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXIE1	AL_IGE_D	Cat IgE antibody (kU/L)	Serum IgE antibody to Cat Epithelium and Dander result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDIE1LC	AL_IGE_D	Cat IgE antibody comment code	Cat IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXIE5	AL_IGE_D	Dog IgE antibody (kU/L)	Serum IgE antibody to Dog Dander result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDIE5LC	AL_IGE_D	Dog IgE antibody comment code	Dog IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXII6	AL_IGE_D	Cockroach IgE antibody (kU/L)	Serum IgE antibody to German Cockroach result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDII6LC	AL_IGE_D	Cockroach IgE antibody comment code	Cockroach IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXIM6	AL_IGE_D	Alternaria IgE antibody (kU/L)	Serum IgE antibody to Alternaria Alternata result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDIM6LC	AL_IGE_D	Alternaria IgE comment code	Alternaria IgE comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXF13	AL_IGE_D	Peanut IgE antibody (kU/L)	Serum IgE antibody to Peanut result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDF13LC	AL_IGE_D	Peanut IgE antibody comment code	Peanut IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXIF1	AL_IGE_D	Egg IgE antibody (kU/L)	Serum IgE antibody to Egg  result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDIF1LC	AL_IGE_D	Egg IgE antibody comment code	Egg IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXIF2	AL_IGE_D	Milk IgE antibody (kU/L)	Serum IgE antibody to Milk  result (kU/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDIF2LC	AL_IGE_D	Milk IgE antibody comment code	Milk IgE antibody comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXIW1	AL_IGE_D	Ragweed IgE antibody (kU/L)	Serum IgE antibody to Common Ragweed result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
LBDIW1LC	AL_IGE_D	Ragweed IgE antibody comment code	Ragweed IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXIG5	AL_IGE_D	Rye grass IgE antibody (kU/L)	Serum IgE antibody to Rye Grass result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDIG5LC	AL_IGE_D	Rye grass IgE antibody comment code	Rye grass IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXIG2	AL_IGE_D	Bermuda grass IgE antibody (kU/L)	Serum IgE antibody to Bermuda Grass result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
LBDIG2LC	AL_IGE_D	Bermuda grass IgE antibody comment code	Bermuda grass IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXIT7	AL_IGE_D	Oak IgE antibody (kU/L)	Serum IgE antibody to White Oak result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDIT7LC	AL_IGE_D	Oak IgE antibody comment code	Oak IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXIT3	AL_IGE_D	Birch IgE antibody (kU/L)	Serum IgE antibody to Birch Tree result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDIT3LC	AL_IGE_D	Birch IgE antibody comment code	Birch IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXF24	AL_IGE_D	Shrimp IgE antibody (kU/L)	Serum IgE antibody to Shrimp result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDF24LC	AL_IGE_D	Shrimp IgE antibody comment code	Shrimp IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXIM3	AL_IGE_D	Aspergillus IgE antibody (kU/L)	Serum IgE antibody to Aspergillus Fumigatus result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
LBDIM3LC	AL_IGE_D	Aspergillus IgE comment code	Aspergillus IgE comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXW11	AL_IGE_D	Thistle IgE antibody (kU/L)	Serum IgE antibody to Russian Thistle result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDW11LC	AL_IGE_D	Thistle IgE antibody comment code	Thistle IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXE72	AL_IGE_D	Mouse IgE antibody (kU/L)	Serum IgE antibody to mouse urine proteins result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDE72LC	AL_IGE_D	Mouse IgE comment code	Mouse IgE comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXE74	AL_IGE_D	Rat IgE antibody (kU/L)	Serum IgE antibody to rat urine proteins result (kU/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDE74LC	AL_IGE_D	Rat IgE antibody comment code	Rat IgE antibody comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
SEQN	ALB_CR_D	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS		FALSE	False
URXUMA	ALB_CR_D	Albumin urine (ug/mL)	Albumin urine (ug/mL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUMS	ALB_CR_D	Albumin urine (mg/L)	Albumin urine (mg/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUCR	ALB_CR_D	Creatinine urine (mg/dL)	Creatinine urine (mg/dL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXCRS	ALB_CR_D	Creatinine urine (umol/L)	Creatinine urine (umol/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
SEQN	ALB_CR_E	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS		FALSE	False
URXUMA	ALB_CR_E	Albumin urine (ug/mL)	Albumin urine (ug/mL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUMS	ALB_CR_E	Albumin urine (mg/L)	Albumin urine (mg/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUCR	ALB_CR_E	Creatinine urine (mg/dL)	Creatinine urine (mg/dL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXCRS	ALB_CR_E	Creatinine urine (umol/L)	Creatinine urine (umol/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
SEQN	ALB_CR_F	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS		FALSE	False
URXUMA	ALB_CR_F	Albumin urine (ug/mL)	Albumin urine (ug/mL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUMS	ALB_CR_F	Albumin urine (mg/L)	Albumin urine (mg/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUCR	ALB_CR_F	Creatinine urine (mg/dL)	Creatinine urine (mg/dL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXCRS	ALB_CR_F	Creatinine urine (umol/L)	Creatinine urine (umol/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URDACT	ALB_CR_F	First albumin creatinine ratio (mg/g)	First albumin creatinine ratio (mg/g)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUMA2	ALB_CR_F	Second albumin (ug/mL)	Second albumin (ug/mL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URDUMA2S	ALB_CR_F	Second albumin urine (mg/L)	Second albumin urine (mg/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUCR2	ALB_CR_F	Second creatinine (mg/dL)	Second creatinine (mg/dL)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
URDUCR2S	ALB_CR_F	Second creatinine urine (umol/L)	Second creatinine urine (umol/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
URDACT2	ALB_CR_F	Second albumin creatinine ratio (mg/g)	Second albumin creatinine ratio (mg/g)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
SEQN	ALB_CR_G	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS		FALSE	False
URXUMA	ALB_CR_G	Albumin urine (ug/mL)	Albumin urine (ug/mL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUMS	ALB_CR_G	Albumin urine (mg/L)	Albumin urine (mg/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUCR	ALB_CR_G	Creatinine urine (mg/dL)	Creatinine urine (mg/dL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXCRS	ALB_CR_G	Creatinine urine (umol/L)	Creatinine urine (umol/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URDACT	ALB_CR_G	Albumin creatinine ratio (mg/g)	Albumin creatinine ratio (mg/g)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
SEQN	ALB_CR_H	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS		FALSE	False
URXUMA	ALB_CR_H	Albumin urine (ug/mL)	Albumin urine (ug/mL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUMS	ALB_CR_H	Albumin urine (mg/L)	Albumin urine (mg/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXUCR	ALB_CR_H	Creatinine urine (mg/dL)	Creatinine urine (mg/dL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URXCRS	ALB_CR_H	Creatinine urine (umol/L)	Creatinine urine (umol/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
URDACT	ALB_CR_H	Albumin creatinine ratio (mg/g)	Albumin creatinine ratio (mg/g)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
SEQN	ALB_CR_I	Respondent sequence number	Respondent sequence number.		Both males and females 3 YEARS - 150 YEARS		FALSE	False
URXUMA	ALB_CR_I	Albumin urine (ug/mL)	Albumin urine (ug/mL)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URDUMALC	ALB_CR_I	Albumin urine comment code	Albumin urine comment code		Both males and females 3 YEARS - 150 YEARS		FALSE	False
URXUMS	ALB_CR_I	Albumin urine (mg/L)	Albumin urine (mg/L)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URXUCR	ALB_CR_I	Creatinine urine (mg/dL)	Creatinine urine (mg/dL)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URDUCRLC	ALB_CR_I	Creatinine urine comment code	Creatinine urine comment code		Both males and females 3 YEARS - 150 YEARS		FALSE	False
URXCRS	ALB_CR_I	Creatinine urine (umol/L)	Creatinine urine (umol/L)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URDACT	ALB_CR_I	Albumin creatinine ratio (mg/g)	Albumin creatinine ratio (mg/g)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
SEQN	ALB_CR_J	Respondent sequence number	Respondent sequence number.		Both males and females 3 YEARS - 150 YEARS		FALSE	False
URXUMA	ALB_CR_J	Albumin urine (ug/mL)	Albumin urine (ug/mL)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URXUMS	ALB_CR_J	Albumin urine (mg/L)	Albumin urine (mg/L)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URDUMALC	ALB_CR_J	Albumin urine comment code	Albumin urine comment code		Both males and females 3 YEARS - 150 YEARS		FALSE	False
URXUCR	ALB_CR_J	Creatinine urine (mg/dL)	Creatinine urine (mg/dL)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URXCRS	ALB_CR_J	Creatinine urine (umol/L)	Creatinine urine (umol/L)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
URDUCRLC	ALB_CR_J	Creatinine urine comment code	Creatinine urine comment code		Both males and females 3 YEARS - 150 YEARS		FALSE	False
URDACT	ALB_CR_J	Albumin creatinine ratio (mg/g)	Albumin creatinine ratio (mg/g)		Both males and females 3 YEARS - 150 YEARS		TRUE	True
SEQN	ALCR_G_R	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS	RDC Only	FALSE	False
URXUMA2	ALCR_G_R	Second albumin urine (ug/mL)	Second albumin urine (ug/mL)		Both males and females 6 YEARS - 150 YEARS	RDC Only	TRUE	True
URDMA2LC	ALCR_G_R	2nd albumin urine (ug/mL) comment code	2nd albumin urine (ug/mL) comment code		Both males and females 6 YEARS - 150 YEARS	RDC Only	FALSE	False
URDUMA2S	ALCR_G_R	Second albumin urine (mg/L)	Second albumin urine (mg/L)		Both males and females 6 YEARS - 150 YEARS	RDC Only	TRUE	True
URXUCR2	ALCR_G_R	Second creatinine (mg/dL)	Second creatinine (mg/dL)		Both males and females 6 YEARS - 150 YEARS	RDC Only	TRUE	False
URDCR2LC	ALCR_G_R	2nd creatinine urine(mg/dL) comment code	2nd creatinine urine(mg/dL) comment code		Both males and females 6 YEARS - 150 YEARS	RDC Only	FALSE	False
URDUCR2S	ALCR_G_R	Second Creatinine urine (umol/L)	Second Creatinine urine (umol/L)		Both males and females 6 YEARS - 150 YEARS	RDC Only	TRUE	False
URDACT2	ALCR_G_R	Second albumin creatinine ratio (mg/g)	Second albumin creatinine ratio (mg/g)		Both males and females 6 YEARS - 150 YEARS	RDC Only	TRUE	True
SEQN	ALD_H	Respondent sequence number	Respondent sequence number.		Both males and females 12 YEARS - 150 YEARS		FALSE	False
WTALD2YR	ALD_H	Two Year Aldehyde Subsample Weights	Two Year Aldehyde Subsample Weights		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBXBZAL	ALD_H	Benzaldehyde (ng/mL)	Benzaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBDBZLC	ALD_H	Benzaldehyde Comment Code	Benzaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX4AL	ALD_H	Butyraldehyde (ng/mL)	Butyraldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD4ALC	ALD_H	Butyraldehyde Comment Code	Butyraldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBXCRAL	ALD_H	Crotonaldehyde (ng/mL)	Crotonaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBDCRLC	ALD_H	Crotonaldehyde Comment Code	Crotonaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX10AL	ALD_H	Decanaldehyde (ng/mL)	Decanaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBD10ALC	ALD_H	Decanaldehyde Comment Code	Decanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX7AL	ALD_H	Heptanaldehyde (ng/mL)	Heptanaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBD7ALC	ALD_H	Heptanaldehyde Comment Code	Heptanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX6AL	ALD_H	Hexanaldehyde (ng/mL)	Hexanaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBD6ALC	ALD_H	Hexanaldehyde Comment Code	Hexanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBXI5AL	ALD_H	Isopentanaldehyde (ng/mL)	Isopentanaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBDI5ALC	ALD_H	Isopentanaldehyde Comment Code	Isopentanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX9AL	ALD_H	Nonanaldehyde (ng/mL)			Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBD9ALC	ALD_H	Nonanaldehyde Comment Code	Nonanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX8AL	ALD_H	Octanaldehyde (ng/mL)	Octanaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBD8ALC	ALD_H	Octanaldehyde Comment Code	Octanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBXTLAL	ALD_H	o-Tolualdehyde (ng/mL)	o-Tolualdehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBDTLALC	ALD_H	o-Tolualdehyde Comment Code	o-Tolualdehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX5AL	ALD_H	Pentanaldehyde (ng/mL)	Pentanaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBD5ALC	ALD_H	Pentanaldehyde Comment Code	Pentanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBX3AL	ALD_H	Propanaldehyde (ng/mL)	Propanaldehyde (ng/mL)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBD3ALC	ALD_H	Propanaldehyde Comment Code	Propanaldehyde Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
